0	exp	specie	TFclass	antibody	treatment	cell_line	peak_id	tf	control_id	cotrol_anti	externalrefs	Uniprot_ID	Uniprot_AC	control_refs	gem_peaks	sissrs_peaks	macs_peaks	macs_filter_peaks	pics_peaks
3338	EXP030023	Homo sapiens	2.1.3.2.1	HNF4A		LoVo	PEAKS034090	HNF-4&#945; (NR2A1)	EXP030000	INPUT	GEO:GSM1003797	P41235	HNF4A_HUMAN		2017	2359	4280	0	23
3339	EXP030176	Homo sapiens	1.1.8.1.3	CEBPG		LoVo	PEAKS034243	C/EBP&#947;	EXP030000	INPUT	GEO:GSM1003797	P53567	CEBPG_HUMAN		102	1393	5234	1	3
3340	EXP030096	Homo sapiens	1.1.8.1.6	DDIT3		LoVo	PEAKS034163	DDIT3 (CHOP-10)	EXP030000	INPUT	GEO:GSM1003797	P35638	DDIT3_HUMAN		11	608	964	4	2
3341	EXP030155	Homo sapiens	3.1.1.8.9	HOXC11		LoVo	PEAKS034222	Hox-C11 (HOX3H)	EXP030000	INPUT	GEO:GSM1003797	O43248	HXC11_HUMAN		196	5796	2998	5	1
3342	EXP030007	Homo sapiens	2.1.2.6.1	RORA		LoVo	PEAKS034074	ROR&#945; (NR1F1)	EXP030000	INPUT	GEO:GSM1003797	P35398	RORA_HUMAN		145	1214	2247	0	1
3343	EXP030346	Homo sapiens	3.3.3.0.2	RFX2		LoVo	PEAKS034413	RFX2	EXP030000	INPUT	GEO:GSM1003797	P48378	RFX2_HUMAN		4751	5555	11228	2173	101
3344	EXP030055	Homo sapiens	3.4.1.0.2	HSF2		LoVo	PEAKS034122	HSF2 (HSTF2)	EXP030000	INPUT	GEO:GSM1003797	Q03933	HSF2_HUMAN		178	3677	2417	6	1
3345	EXP030122	Homo sapiens	2.1.4.0.2	NR4A2		LoVo	PEAKS034189	NURR1 (NR4A2)	EXP030000	INPUT	GEO:GSM1003797	P43354	NR4A2_HUMAN		144	497	1635	23	40
3346	EXP030335	Homo sapiens	1.2.6.3.2	SREBF2		LoVo	PEAKS034402	SREBP-2	EXP030000	INPUT	GEO:GSM1003797	Q12772	SRBP2_HUMAN		73	244	923	0	1
3347	EXP030126	Homo sapiens	1.2.3.4.7	NEUROG3		LoVo	PEAKS034193	NGN-3 (Atoh5)	EXP030000	INPUT	GEO:GSM1003797	Q9Y4Z2	NGN3_HUMAN		124	421	1719	0	6
3348	EXP030143	Homo sapiens	2.3.4.8.1	MAZ		LoVo	PEAKS034210	MAZ [1+5] (Zif87, ZNF801)	EXP030000	INPUT	GEO:GSM1003797	P56270	MAZ_HUMAN		15	853	2442	0	1863
3349	EXP030350	Homo sapiens	3.3.1.11.2	FOXK2		LoVo	PEAKS034417	FOXK2	EXP030000	INPUT	GEO:GSM1003797	Q01167	FOXK2_HUMAN		8	37	1361	1	1
3350	EXP030380	Homo sapiens	2.3.1.1.1	SP1		LoVo	PEAKS034447	Sp1	EXP030000	INPUT	GEO:GSM1003797	P08047	SP1_HUMAN		1765	2649	9518	9518	1
3351	EXP030132	Homo sapiens	3.3.2.1.1	E2F1		LoVo	PEAKS034199	E2F-1	EXP030000	INPUT	GEO:GSM1003797	Q01094	E2F1_HUMAN			18	1223	0	1
3352	EXP030359	Homo sapiens	2.5.1.0.2	DMRT2		LoVo	PEAKS034426	DMRT2	EXP030000	INPUT	GEO:GSM1003797	Q9Y5R5	DMRT2_HUMAN		35	1854	1454	0	1
3353	EXP030033	Homo sapiens	1.2.5.2.4	ARNTL2		LoVo	PEAKS034100	ArntL2 (BMAL2)	EXP030000	INPUT	GEO:GSM1003797	Q8WYA1	BMAL2_HUMAN		205	4909	1592	11	1
3354	EXP030302	Homo sapiens	3.1.9.3.1	SATB1		LoVo	PEAKS034369	SATB-1	EXP030000	INPUT	GEO:GSM1003797	Q01826	SATB1_HUMAN		6	70	2046	0	1
3355	EXP030144	Homo sapiens	3.1.2.2.2	BARX2		LoVo	PEAKS034211	BARX-2	EXP030000	INPUT	GEO:GSM1003797	Q9UMQ3	BARX2_HUMAN		2485	3981	7628	638	1
3356	EXP030136	Homo sapiens	3.3.2.1.7	E2F7		LoVo	PEAKS034203	E2F-7	EXP030000	INPUT	GEO:GSM1003797	Q96AV8	E2F7_HUMAN		2964	8508	25445	4	8
3357	EXP030196	Homo sapiens	2.1.2.1.3	RARG		LoVo	PEAKS034263	RAR-&#947; (NR1B3)	EXP030000	INPUT	GEO:GSM1003797	P13631	RARG_HUMAN		71	1751	4131	0	1
3358	EXP030277	Homo sapiens	6.5.4.0.2	TBX3		LoVo	PEAKS034344	TBX3	EXP030000	INPUT	GEO:GSM1003797	O15119	TBX3_HUMAN		63	1115	2120	0	1
3359	EXP030157	Homo sapiens	3.1.1.8.15	HOXC13		LoVo	PEAKS034224	Hox-C13 (HOX3G)	EXP030000	INPUT	GEO:GSM1003797	P31276	HXC13_HUMAN		89	2350	2631	0	1
3360	EXP030180	Homo sapiens	1.2.8.0.1	ID1		LoVo	PEAKS034247	Id1	EXP030000	INPUT	GEO:GSM1003797	P41134	ID1_HUMAN		99	14374	1147	22	40190
3361	EXP030372	Homo sapiens	3.1.3.22.2	RAX2		LoVo	PEAKS034439	RAX-2 (RAX-L1, QRX)	EXP030000	INPUT	GEO:GSM1003797	Q96IS3	RAX2_HUMAN		111	873	2094	0	2
3362	EXP030156	Homo sapiens	1.2.5.3.3	NCOA3		LoVo	PEAKS034223	NCoA-3	EXP030000	INPUT	GEO:GSM1003797	Q9Y6Q9	NCOA3_HUMAN		4	4513	843	0	1
3363	EXP030067	Homo sapiens	2.3.3.28.2	ZNF143		LoVo	PEAKS034134	ZNF143 [7] (SBF, STAF)	EXP030000	INPUT	GEO:GSM1003797	P52747	ZN143_HUMAN		7495	10378	23763	23763	2023
3364	EXP030282	Homo sapiens	4.1.6.1.1	UBTF		LoVo	PEAKS034349	UBF [6]	EXP030000	INPUT	GEO:GSM1003797	P17480	UBF1_HUMAN		140	277	3815	1	1
3365	EXP030375	Homo sapiens	2.3.4.21.1	HINFP		LoVo	PEAKS034442	HINFP [1+8] (MIZF, ZNF743)	EXP030000	INPUT	GEO:GSM1003797	Q9BQA5	HINFP_HUMAN		3788	8715	46594	0	15
3366	EXP030203	Homo sapiens	1.2.4.1.4	HES4		LoVo	PEAKS034270	HES-4	EXP030000	INPUT	GEO:GSM1003797	Q9HCC6	HES4_HUMAN		235	1084	6442	0	1
3367	EXP030074	Homo sapiens	3.3.1.4.2	FOXD2		LoVo	PEAKS034141	FOXD2 (Fkh-L17, FREAC9)	EXP030000	INPUT	GEO:GSM1003797	O60548	FOXD2_HUMAN		286	10656	38172	4	1
3368	EXP030045	Homo sapiens	3.5.2.3.1	ELF1		LoVo	PEAKS034112	Elf-1	EXP030000	INPUT	GEO:GSM1003797	P32519	ELF1_HUMAN		135	940	2506	0	1
3369	EXP030201	Homo sapiens	2.3.4.0.31	PRDM4		LoVo	PEAKS034268	PRDM4 [1+5] (PFM1)	EXP030000	INPUT	GEO:GSM1003797	Q9UKN5	PRDM4_HUMAN		57	139	724	0	1
3370	EXP030367	Homo sapiens	3.3.1.13.1	FOXM1		LoVo	PEAKS034434	FOXM1 (Fkh-L11, FREAC7)	EXP030000	INPUT	GEO:GSM1003797	Q08050	FOXM1_HUMAN		69	2150	1184	0	1
3371	EXP030349	Homo sapiens	3.3.1.11.1	FOXK1		LoVo	PEAKS034416	FOXK1	EXP030000	INPUT	GEO:GSM1003797	P85037	FOXK1_HUMAN			358	1018	0	3
3372	EXP030298	Homo sapiens	3.1.1.7.2	HOXC8		LoVo	PEAKS034365	Hox-C8 (HOX3A)	EXP030000	INPUT	GEO:GSM1003797	P31273	HXC8_HUMAN		176	16149	9160	3560	7
3373	EXP030226	Homo sapiens	2.3.4.4.5	IKZF5		LoVo	PEAKS034293	IKZF5 [3+2] (Pegasus, ZNFN1A5)	EXP030000	INPUT	GEO:GSM1003797	Q9H5V7	IKZF5_HUMAN			9	742	0	1
3374	EXP030004	Homo sapiens	2.3.4.13.1	ZNF639		LoVo	PEAKS034071	ZNF639 [4+4] (ZASC1)	EXP030000	INPUT	GEO:GSM1003797	Q9UID6	ZN639_HUMAN		351	449	2488	0	1
3375	EXP030183	Homo sapiens	1.2.4.1.10	HEYL		LoVo	PEAKS034250	HEYL	EXP030000	INPUT	GEO:GSM1003797	Q9NQ87	HEYL_HUMAN		286	8699	15851	0	5254
3376	EXP030097	Homo sapiens	1.1.1.1.2	JUNB		LoVo	PEAKS034164	JunB	EXP030000	INPUT	GEO:GSM1003797	P17275	JUNB_HUMAN		3591	18401	17703	15303	7
3377	EXP030177	Homo sapiens	3.1.5.1.1	ISL1		LoVo	PEAKS034244	ISL-1 (Islet-1)	EXP030000	INPUT	GEO:GSM1003797	P61371	ISL1_HUMAN		308	3016	8335	5338	6832
3378	EXP030022	Homo sapiens	3.1.2.11.1	MSX1		LoVo	PEAKS034089	MSX-1 (HOX7)	EXP030000	INPUT	GEO:GSM1003797	P28360	MSX1_HUMAN		153	2107	5790	0	3
3379	EXP030234	Homo sapiens	2.3.3.0.28	ZBTB44		LoVo	PEAKS034301	ZBTB44 (BTBD15, ZNF851)	EXP030000	INPUT	GEO:GSM1003797	Q8NCP5	ZBT44_HUMAN		18	402	1874	0	1
3380	EXP030039	Homo sapiens	6.7.2.0.1	TFCP2		LoVo	PEAKS034106	CP2 (LSF, SEF)	EXP030000	INPUT	GEO:GSM1003797	Q12800	TFCP2_HUMAN		8	216	1022	0	16612
3381	EXP030035	Homo sapiens	2.1.1.2.3	ESRRA		LoVo	PEAKS034102	ERR1 (ERR&#945;) (NR3B1)	EXP030000	INPUT	GEO:GSM1003797	P11474	ERR1_HUMAN		344	13310	9275	5806	1
3382	EXP030257	Homo sapiens	1.2.3.4.17	FERD3L		LoVo	PEAKS034324	Fer3L	EXP030000	INPUT	GEO:GSM1003797	Q96RJ6	FER3L_HUMAN			12	1111	0	2
3383	EXP030087	Homo sapiens	3.1.1.15.1	PDX1		LoVo	PEAKS034154	PDX-1 (IPF-1)	EXP030000	INPUT	GEO:GSM1003797	P52945	PDX1_HUMAN		149	1078	3078	2	2520
3384	EXP030325	Homo sapiens	1.1.7.5.1	CREBL2		LoVo	PEAKS034392	CREBL2	EXP030000	INPUT	GEO:GSM1003797	O60519	CRBL2_HUMAN		37	381	1971	55	4101
3385	EXP030079	Homo sapiens	6.3.1.0.3	TP73		LoVo	PEAKS034146	p73	EXP030000	INPUT	GEO:GSM1003797	O15350	P73_HUMAN		1455	4588	17326	1	1
3386	EXP030333	Homo sapiens	3.3.1.16.3	FOXP3		LoVo	PEAKS034400	FOXP3	EXP030000	INPUT	GEO:GSM1003797	Q9BZS1	FOXP3_HUMAN		25	30	1407	0	1
3387	EXP030223	Homo sapiens	2.1.2.7.1	NR1H3		LoVo	PEAKS034290	LXR&#945; (NR1H3)	EXP030000	INPUT	GEO:GSM1003797	Q13133	NR1H3_HUMAN		366	13027	17722	17722	1
3388	EXP030295	Homo sapiens	3.1.1.6.3	HOXC6		LoVo	PEAKS034362	Hox-C6 (HOX3C)	EXP030000	INPUT	GEO:GSM1003797	P09630	HXC6_HUMAN		13	2248	9226	0	2
3389	EXP030371	Homo sapiens	4.1.3.0.2	TCF7L1		LoVo	PEAKS034438	TCF-7L1 (TCF-3) [1]	EXP030000	INPUT	GEO:GSM1003797	Q9HCS4	TF7L1_HUMAN		385	3052	8066	0	
3390	EXP030034	Homo sapiens	2.3.4.8.2	VEZF1		LoVo	PEAKS034101	VEZF1 [1+5] (DB1, ZNF161)	EXP030000	INPUT	GEO:GSM1003797	Q14119	VEZF1_HUMAN		3049	8366	14916	0	269
3391	EXP030159	Homo sapiens	3.1.4.1.5	IRX5		LoVo	PEAKS034226	IRX-5	EXP030000	INPUT	GEO:GSM1003797	P78411	IRX5_HUMAN		5	156	884	51	108
3392	EXP030284	Homo sapiens	1.2.3.4.2	NEUROD2		LoVo	PEAKS034351	NeuroD2	EXP030000	INPUT	GEO:GSM1003797	Q15784	NDF2_HUMAN		152	224	2552	20	16993
3393	EXP030322	Homo sapiens	3.1.2.16.1	NKX3-1		LoVo	PEAKS034389	NKX-3.1 (NKX3-1, NKX3A)	EXP030000	INPUT	GEO:GSM1003797	Q99801	NKX31_HUMAN			41	586	1	584
3394	EXP030168	Homo sapiens	2.3.4.17.2	HIC2		LoVo	PEAKS034235	HIC2 [1+4] (HRG22, ZBTB30)	EXP030000	INPUT	GEO:GSM1003797	Q96JB3	HIC2_HUMAN			63	636	27	6329
3395	EXP030043	Homo sapiens	2.3.3.0.152	MZF1		LoVo	PEAKS034110	MZF1 [13] (ZNF42, ZSCAN6)	EXP030000	INPUT	GEO:GSM1003797	P28698	MZF1_HUMAN		138	1518	4133	5	1
3396	EXP030309	Homo sapiens	1.3.1.0.1	TFAP2		LoVo	PEAKS034376	AP-2&#945;	EXP030000	INPUT	GEO:GSM1003797	P05549	AP2A_HUMAN		1177	22811	13006	12796	97
3397	EXP030361	Homo sapiens	1.2.3.3.4	MSC		LoVo	PEAKS034428	ABF-1 (Musculin, MyoR, MSC)	EXP030000	INPUT	GEO:GSM1003797	O60682	MUSC_HUMAN		72	129	1226	0	1
3398	EXP030094	Homo sapiens	9.1.1.1.1	CSDA		LoVo	PEAKS034161	DbpA	EXP030000	INPUT	GEO:GSM1003797	P16989	YBOX3_HUMAN		347	23817	6643	4986	2
3399	EXP030332	Homo sapiens	1.1.3.2.3	MAFK		LoVo	PEAKS034399	MafK	EXP030000	INPUT	GEO:GSM1003797	O60675	MAFK_HUMAN		4256	8147	17221	0	88
3400	EXP030238	Homo sapiens	3.1.2.5.1	DLX1		LoVo	PEAKS034305	DLX-1	EXP030000	INPUT	GEO:GSM1003797	P56177	DLX1_HUMAN		7668	14743	26818	15906	39
3401	EXP030200	Homo sapiens	1.2.4.1.1	HES1		LoVo	PEAKS034267	HES-1	EXP030000	INPUT	GEO:GSM1003797	Q14469	HES1_HUMAN		2341	3936	11795	0	28
3402	EXP030267	Homo sapiens	2.3.4.0.72	ZBTB17		LoVo	PEAKS034334	ZBTB17 [12+1] (MIZ1, ZNF151, ZNF60)	EXP030000	INPUT	GEO:GSM1003797	Q13105	ZBT17_HUMAN		212	744	1795	0	0
3403	EXP030069	Homo sapiens	1.2.6.7.1	MXD1		LoVo	PEAKS034136	Mad1	EXP030000	INPUT	GEO:GSM1003797	Q05195	MAD1_HUMAN		46	4378	8728	0	2
3404	EXP030354	Homo sapiens	2.3.1.3.1	EGR1		LoVo	PEAKS034421	EGR1 (Krox-24)	EXP030000	INPUT	GEO:GSM1003797	P18146	EGR1_HUMAN		1506	3664	10224	1	1
3405	EXP030014	Homo sapiens	1.2.4.1.13	BHLHB3		LoVo	PEAKS034081	DEC2	EXP030000	INPUT	GEO:GSM1003797	Q9C0J9	BHE41_HUMAN			8	207	6	2
3406	EXP030026	Homo sapiens	3.1.4.6.1	TGIF1		LoVo	PEAKS034093	TGIF-1	EXP030000	INPUT	GEO:GSM1003797	Q15583	TGIF1_HUMAN		111	9633	1497	59	4
3407	EXP030184	Homo sapiens	1.2.8.0.4	ID4		LoVo	PEAKS034251	Id4	EXP030000	INPUT	GEO:GSM1003797	P47928	ID4_HUMAN		1	94	996	1	3
3408	EXP030060	Homo sapiens	1.2.6.5.1	MYC		LoVo	PEAKS034127	c-Myc	EXP030000	INPUT	GEO:GSM1003797	P01106	MYC_HUMAN		16476	4023	28748	20463	12
3409	EXP030219	Homo sapiens	3.1.5.2.2	LHX5		LoVo	PEAKS034286	Lhx5	EXP030000	INPUT	GEO:GSM1003797	Q9H2C1	LHX5_HUMAN		204		1349	11	21
3410	EXP030382	Homo sapiens	2.3.1.1.3	SP3		LoVo	PEAKS034449	Sp3	EXP030000	INPUT	GEO:GSM1003797	Q02447	SP3_HUMAN		115	871	3547	3	1
3411	EXP030345	Homo sapiens	3.3.3.0.1	RFX1		LoVo	PEAKS034412	RFX1 (EF-C)	EXP030000	INPUT	GEO:GSM1003797	P22670	RFX1_HUMAN		9304	11978	29218	29218	27
3412	EXP030202	Homo sapiens	1.2.4.1.5	HES5		LoVo	PEAKS034269	HES-5	EXP030000	INPUT	GEO:GSM1003797	Q5TA89	HES5_HUMAN		3	195	948	16	621
3413	EXP030037	Homo sapiens	2.3.1.2.10	KLF10		LoVo	PEAKS034104	KLF10 (TIEG1)	EXP030000	INPUT	GEO:GSM1003797	Q13118	KLF10_HUMAN		181	1047	4802	0	1
3414	EXP030222	Homo sapiens	3.1.2.17.1	NKX2-3		LoVo	PEAKS034289	NKX-2.3 (NKX2-3, NKX2C, NKX4-3)	EXP030000	INPUT	GEO:GSM1003797	Q8TAU0	NKX23_HUMAN		14	2425	800	0	20163
3415	EXP030099	Homo sapiens	1.2.2.2.2	ASCL2		LoVo	PEAKS034166	ASH-2 (ASCL2)	EXP030000	INPUT	GEO:GSM1003797	Q99929	ASCL2_HUMAN		469	2706	7117	0	5
3416	EXP030088	Homo sapiens	2.1.3.3.2	NR2E3		LoVo	PEAKS034155	PNR (NR2E3)	EXP030000	INPUT	GEO:GSM1003797	Q9Y5X4	NR2E3_HUMAN			244	1241	0	1
3417	EXP030158	Homo sapiens	3.1.4.1.3	IRX3		LoVo	PEAKS034225	IRX-3	EXP030000	INPUT	GEO:GSM1003797	P78415	IRX3_HUMAN		72	658	1439	4	1
3418	EXP030290	Homo sapiens	1.2.5.2.2	ARNT2		LoVo	PEAKS034357	Arnt-2	EXP030000	INPUT	GEO:GSM1003797	Q9HBZ2	ARNT2_HUMAN		1096	3633	23689	35	1
3419	EXP030123	Homo sapiens	2.1.4.0.1	NR4A1		LoVo	PEAKS034190	NGFI-B (NR4A1)	EXP030000	INPUT	GEO:GSM1003797	P22736	NR4A1_HUMAN		220	3491	10488	4	75
3420	EXP030139	Homo sapiens	3.2.2.2.1	PAX2		LoVo	PEAKS034206	Pax-2	EXP030000	INPUT	GEO:GSM1003797	Q02962	PAX2_HUMAN		2	480	2115	0	3028
3421	EXP030374	Homo sapiens	6.1.3.0.5	NFAT5		LoVo	PEAKS034441	NFAT5	EXP030000	INPUT	GEO:GSM1003797	O94916	NFAT5_HUMAN		1002	5883	23523	0	8
3422	EXP030021	Homo sapiens	2.3.4.0.25	ZNF236		LoVo	PEAKS034088	ZNF236 [9+4+4+4+4+5]	EXP030000	INPUT	GEO:GSM1003797	Q9UL36	ZN236_HUMAN		441	39040	9325	9325	1
3423	EXP030130	Homo sapiens	2.3.4.5.3	HIVEP3		LoVo	PEAKS034197	HIV-EP3 [2+1+2] (KBP1, KRC, ZAS3)	EXP030000	INPUT	GEO:GSM1003797	Q5T1R4	ZEP3_HUMAN		2	68	852	0	1
3424	EXP030337	Homo sapiens	3.1.1.4.2	HOXB4		LoVo	PEAKS034404	Hox-B4 (HOX2F)	EXP030000	INPUT	GEO:GSM1003797	P17483	HXB4_HUMAN		243	3575	4776	0	21
3425	EXP030040	Homo sapiens	2.3.1.2.15	KLF15		LoVo	PEAKS034107	KLF15 (KKLF)	EXP030000	INPUT	GEO:GSM1003797	Q9UIH9	KLF15_HUMAN		113	3212	6241	0	1
3426	EXP030245	Homo sapiens	2.3.1.2.3	KLF3		LoVo	PEAKS034312	KLF3 (BKLF)	EXP030000	INPUT	GEO:GSM1003797	P57682	KLF3_HUMAN		364	5945	17020	10937	1
3427	EXP030086	Homo sapiens	1.1.2.2.2	JDP2		LoVo	PEAKS034153	JDP-2	EXP030000	INPUT	GEO:GSM1003797	Q8WYK2	JDP2_HUMAN		322	1945	14671	0	2
3428	EXP030150	Homo sapiens	3.1.3.17.1	OTX1		LoVo	PEAKS034217	OTX-1	EXP030000	INPUT	GEO:GSM1003797	P32242	OTX1_HUMAN		59	96	1237	0	1
3429	EXP030049	Homo sapiens	3.5.2.4.2	ELF3		LoVo	PEAKS034116	Elf-3 (ESE-1)	EXP030000	INPUT	GEO:GSM1003797	P78545	ELF3_HUMAN		63	1187	2702	0	
3430	EXP030189	Homo sapiens	4.1.1.9.3	BBX		LoVo	PEAKS034256	BBX (HBP-2) [1]	EXP030000	INPUT	GEO:GSM1003797	Q8WY36	BBX_HUMAN		48	2253	1415	1	1
3431	EXP030271	Homo sapiens	1.1.5.0.1	XBP1		LoVo	PEAKS034338	XBP-1	EXP030000	INPUT	GEO:GSM1003797	P17861	XBP1_HUMAN		39	73	2417	0	1
3432	EXP030319	Homo sapiens	3.1.1.6.1	HOXA6		LoVo	PEAKS034386	Hox-A6 (HOX1B)	EXP030000	INPUT	GEO:GSM1003797	P31267	HXA6_HUMAN		13508	20611	61718	58950	195
3433	EXP030242	Homo sapiens	6.1.4.1.1	RBPJ		LoVo	PEAKS034309	RBP-J&#954;	EXP030000	INPUT	GEO:GSM1003797	Q06330	SUH_HUMAN		14	73	675	0	1
3434	EXP030131	Homo sapiens	2.3.4.5.1	HIVEP1		LoVo	PEAKS034198	HIV-EP1 [2+1+2] (ZNF40, PRDII-BF1, MBP-1, CIRIP, GAAP)	EXP030000	INPUT	GEO:GSM1003797	P15822	ZEP1_HUMAN		5	2585	2115	0	1
3435	EXP030173	Homo sapiens	1.1.8.1.2	CEBPB		LoVo	PEAKS034240	C/EBP&#946; (NF-IL6-1)	EXP030000	INPUT	GEO:GSM1003797	P17676	CEBPB_HUMAN		5562	9026	20473	19285	9
3436	EXP030263	Homo sapiens	3.3.1.15.3	MLLT7		LoVo	PEAKS034330	FOXO4	EXP030000	INPUT	GEO:GSM1003797	P98177	FOXO4_HUMAN		7	48	453	4	4
3437	EXP030185	Homo sapiens	1.2.8.0.3	ID3		LoVo	PEAKS034252	Id3	EXP030000	INPUT	GEO:GSM1003797	Q02535	ID3_HUMAN		130	5168	4884	7	70230
3438	EXP030110	Homo sapiens	1.1.7.1.2	ATF1		LoVo	PEAKS034177	ATF-1	EXP030000	INPUT	GEO:GSM1003797	P18846	ATF1_HUMAN		1119	2496	7418	0	
3439	EXP030152	Homo sapiens	3.5.1.1.4	CDC5L		LoVo	PEAKS034219	CDC5L	EXP030000	INPUT	GEO:GSM1003797	Q99459	CDC5L_HUMAN		117	638	1494	59	21245
3440	EXP030121	Homo sapiens	3.3.1.1.1	FOXA1		LoVo	PEAKS034188	FOXA1 (HNF-3&#945;)	EXP030000	INPUT	GEO:GSM1003797	P55317	FOXA1_HUMAN		391	914	6336	0	1
3441	EXP030170	Homo sapiens	6.1.3.0.4	NFATC4		LoVo	PEAKS034237	NFATc4 (NFAT3)	EXP030000	INPUT	GEO:GSM1003797	Q14934	NFAC4_HUMAN		34	203	2029	0	2
3442	EXP030101	Homo sapiens	1.2.5.1.5	HIF1A		LoVo	PEAKS034168	HIF-1&#945;	EXP030000	INPUT	GEO:GSM1003797	Q16665	HIF1A_HUMAN		1	9	1361	0	1
3443	EXP030160	Homo sapiens	3.1.4.1.2	IRX2		LoVo	PEAKS034227	IRX-2	EXP030000	INPUT	GEO:GSM1003797	Q9BZI1	IRX2_HUMAN		23	866	1058	0	29938
3444	EXP030331	Homo sapiens	3.3.3.0.7	RFX7		LoVo	PEAKS034398	RFX7 (RFXDC-2)	EXP030000	INPUT	GEO:GSM1003797	Q2KHR2	RFX7_HUMAN		89	832	2004	0	1
3445	EXP030112	Homo sapiens	1.2.5.2.1	ARNT		LoVo	PEAKS034179	Arnt (HIF-1&#946;)	EXP030000	INPUT	GEO:GSM1003797	P27540	ARNT_HUMAN			1195	4219	0	2
3446	EXP030339	Homo sapiens	2.3.4.3.4	SALL4		LoVo	PEAKS034406	SALL4 [2+3+2+2] (ZNF797)	EXP030000	INPUT	GEO:GSM1003797	Q9UJQ4	SALL4_HUMAN		305	1111	3510	0	37
3447	EXP030258	Homo sapiens	2.1.3.5.3	NR2F6		LoVo	PEAKS034325	EAR2 (NR2F6)	EXP030000	INPUT	GEO:GSM1003797	P10588	NR2F6_HUMAN		148	164	750	138	22
3448	EXP030166	Homo sapiens	3.1.2.11.2	MSX2		LoVo	PEAKS034233	MSX-2 (HOX8)	EXP030000	INPUT	GEO:GSM1003797	P35548	MSX2_HUMAN		126	603	2187	0	1
3449	EXP030119	Homo sapiens	3.3.2.2.1	TFDP1		LoVo	PEAKS034186	Dp-1 (DRTF-1)	EXP030000	INPUT	GEO:GSM1003797	Q14186	TFDP1_HUMAN		5072	5808	16322	4615	24
3450	EXP030011	Homo sapiens	3.3.1.6.1	FOXF1		LoVo	PEAKS034078	FOXF1 (Fkh-L5, FREAC1)	EXP030000	INPUT	GEO:GSM1003797	Q12946	FOXF1_HUMAN		3	159	1031	41	2041
3451	EXP030059	Homo sapiens	3.5.1.1.1	MYB		LoVo	PEAKS034126	c-Myb	EXP030000	INPUT	GEO:GSM1003797	P10242	MYB_HUMAN		105	274	3139	1	3
3452	EXP030344	Homo sapiens	3.1.1.6.2	HOXB6		LoVo	PEAKS034411	Hox-B6 (HOX2B)	EXP030000	INPUT	GEO:GSM1003797	P17509	HXB6_HUMAN		116	1946	6228	0	4
3453	EXP030336	Homo sapiens	3.3.1.16.2	FOXP2		LoVo	PEAKS034403	FOXP2	EXP030000	INPUT	GEO:GSM1003797	O15409	FOXP2_HUMAN			39	1258	0	1
3454	EXP030149	Homo sapiens	2.3.3.4.4	ZNF280D		LoVo	PEAKS034216	ZNF280D (SUHW4, ZNF634)	EXP030000	INPUT	GEO:GSM1003797	Q6N043	Z280D_HUMAN		4796	7857	18322	2080	197
3455	EXP030142	Homo sapiens	3.1.2.2.1	BARX1		LoVo	PEAKS034209	BARX-1	EXP030000	INPUT	GEO:GSM1003797	Q9HBU1	BARX1_HUMAN		353	2981	6138	0	1
3456	EXP030287	Homo sapiens	3.1.4.4.2	PBX2		LoVo	PEAKS034354	PBX-2	EXP030000	INPUT	GEO:GSM1003797	P40425	PBX2_HUMAN			10357	2307	64	8
3457	EXP030205	Homo sapiens	1.2.6.7.6	MNT		LoVo	PEAKS034272	Mnt	EXP030000	INPUT	GEO:GSM1003797	Q99583	MNT_HUMAN		7754	15592	22460	22202	177
3458	EXP030249	Homo sapiens	1.2.6.1.4	MITF		LoVo	PEAKS034316	MiTF	EXP030000	INPUT	GEO:GSM1003797	O75030	MITF_HUMAN		12	3492	1404	0	1
3459	EXP030280	Homo sapiens	6.2.1.0.3	STAT3		LoVo	PEAKS034347	STAT3	EXP030000	INPUT	GEO:GSM1003797	P40763	STAT3_HUMAN		17	5459	8826	0	1
3460	EXP030358	Homo sapiens	2.5.1.0.1	DMRT1		LoVo	PEAKS034425	DMRT1	EXP030000	INPUT	GEO:GSM1003797	Q9Y5R6	DMRT1_HUMAN			2363	9229	0	1
3461	EXP030095	Homo sapiens	6.7.1.1.2	GRHL2		LoVo	PEAKS034162	GRH-L2 (CP2-L3)	EXP030000	INPUT	GEO:GSM1003797	Q6ISB3	GRHL2_HUMAN		51		1194	0	70
3462	EXP030281	Homo sapiens	6.2.1.0.2	STAT2		LoVo	PEAKS034348	STAT2	EXP030000	INPUT	GEO:GSM1003797	P52630	STAT2_HUMAN		4282	9409	31891	6671	5
3463	EXP030225	Homo sapiens	2.3.1.2.5	KLF5		LoVo	PEAKS034292	KLF5 (CKLF, IKLF, BTEB2)	EXP030000	INPUT	GEO:GSM1003797	Q13887	KLF5_HUMAN		10599	12860	32074	17740	4848
3464	EXP030171	Homo sapiens	6.1.3.0.3	NFATC3		LoVo	PEAKS034238	NFATc3 (NFATx)	EXP030000	INPUT	GEO:GSM1003797	Q12968	NFAC3_HUMAN		126	995	4529	0	4
3465	EXP030368	Homo sapiens	2.3.3.1.4	GLIS1		LoVo	PEAKS034435	GLIS1	EXP030000	INPUT	GEO:GSM1003797	Q8NBF1	GLIS1_HUMAN		272	5747	19982	0	1
